asset_kind,benchmark,rule_id,title,severity,enabled,os_keys,plugin_id
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.32,"Ensure kernel ""init_module"" and ""finit_module"" loading unloading and modification is collected (Automated)",medium,True,"[""rhel-10""]",18590
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.33,"Ensure kernel ""delete_module"" loading unloading and modification is collected (Automated)",medium,True,"[""rhel-10""]",18591
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.34,Ensure kernel query_module loading unloading and modification is collected (Automated),medium,True,"[""rhel-10""]",18592
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.35,Ensure the audit configuration is loaded regardless of errors (Automated),medium,True,"[""rhel-10""]",18593
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.36,Ensure the audit configuration is immutable,medium,True,"[""rhel-10""]",18589
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.3.37,Ensure the running and on disk configuration is the same,medium,True,"[""rhel-10""]",18594
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.1,Ensure the audit log file directory mode is configured,medium,True,"[""rhel-10""]",18595
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.2,Ensure audit log files mode is configured,medium,True,"[""rhel-10""]",18596
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.3,Ensure audit log files owner is configured,medium,True,"[""rhel-10""]",18597
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.4,Ensure audit log files group owner is configured,medium,True,"[""rhel-10""]",18598
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.5,Ensure audit configuration files mode is configured,medium,True,"[""rhel-10""]",33751
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.6,Ensure audit configuration files owner is configured,medium,True,"[""rhel-10""]",18599
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.7,Ensure audit configuration files group owner is configured,medium,True,"[""rhel-10""]",18600
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.8,Ensure audit tools mode is configured,medium,True,"[""rhel-10""]",18601
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.9,Ensure audit tools owner is configured,medium,True,"[""rhel-10""]",18602
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,6.3.4.10,Ensure audit tools group owner is configured,medium,True,"[""rhel-10""]",18603
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.1,Ensure access to /etc/passwd is configured,medium,True,"[""rhel-10""]",18604
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.2,Ensure access to /etc/passwd- is configured,medium,True,"[""rhel-10""]",18605
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.3,Ensure access to /etc/group is configured,medium,True,"[""rhel-10""]",18606
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.4,Ensure access to /etc/group- is configured,medium,True,"[""rhel-10""]",18608
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.5,Ensure access to /etc/shadow is configured,medium,True,"[""rhel-10""]",18609
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.6,Ensure access to /etc/shadow- is configured,medium,True,"[""rhel-10""]",18610
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.7,Ensure access to /etc/gshadow is configured,medium,True,"[""rhel-10""]",18611
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.8,Ensure access to /etc/gshadow- is configured,medium,True,"[""rhel-10""]",18612
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.9,Ensure access to /etc/shells is configured,medium,True,"[""rhel-10""]",18613
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.10,Ensure access to /etc/security/opasswd is configured,medium,True,"[""rhel-10""]",18614
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.11,Ensure world writable files and directories are secured,high,True,"[""rhel-10""]",18615
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.12,Ensure no files or directories without an owner and a group exist (Automated),high,True,"[""rhel-10""]",18607
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.1.13,Ensure SUID and SGID files are reviewed,medium,True,"[""rhel-10""]",18616
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.1,Ensure accounts in /etc/passwd use shadowed passwords,medium,True,"[""rhel-10""]",18617
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.2,Ensure /etc/shadow password fields are not empty,medium,True,"[""rhel-10""]",18618
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.3,Ensure all groups in /etc/passwd exist in /etc/group,medium,True,"[""rhel-10""]",18619
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.4,Ensure no duplicate UIDs exist,medium,True,"[""rhel-10""]",18620
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.5,Ensure no duplicate GIDs exist,medium,True,"[""rhel-10""]",18621
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.6,Ensure no duplicate user names exist,medium,False,"[""rhel-10""]",18622
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.7,Ensure no duplicate group names exist,medium,True,"[""rhel-10""]",18623
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.8,Ensure local interactive user home directories are configured (Automated),high,True,"[""rhel-10""]",18624
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_10_Benchmark_v1.0.1,7.2.9,Ensure local interactive user dot files access is configured,critical,True,"[""rhel-10""]",18625
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.1,Ensure cramfs kernel module is not available,medium,True,"[""rhel-8""]",18626
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.2,Ensure freevxfs kernel module is not available,medium,True,"[""rhel-8""]",18627
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.3,Ensure hfs kernel module is not available,medium,True,"[""rhel-8""]",18628
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.4,Ensure hfsplus kernel module is not available,medium,True,"[""rhel-8""]",18629
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.5,Ensure jffs2 kernel module is not available,medium,True,"[""rhel-8""]",18630
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.6,Ensure overlay kernel module is not available,medium,True,"[""rhel-8""]",18631
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.7,Ensure squashfs kernel module is not available,medium,True,"[""rhel-8""]",18632
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.8,Ensure udf kernel module is not available,medium,True,"[""rhel-8""]",18633
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.9,Ensure firewire-core kernel module is not available,medium,True,"[""rhel-8""]",6503
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.10,Ensure usb-storage kernel module is not available,medium,True,"[""rhel-8""]",18634
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.1.11,Ensure unused filesystems kernel modules are not available (Manual),medium,True,"[""rhel-8""]",18635
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.1.1,Ensure /tmp is tmpfs or a separate partition,medium,True,"[""rhel-8""]",18636
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.1.2,Ensure nodev option set on /tmp partition,medium,True,"[""rhel-8""]",18637
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.1.3,Ensure nosuid option set on /tmp partition,medium,True,"[""rhel-8""]",18638
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.1.4,Ensure noexec option set on /tmp partition,medium,True,"[""rhel-8""]",18639
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.2.1,Ensure /dev/shm is tmpfs,medium,True,"[""rhel-8""]",18640
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.2.2,Ensure nodev option set on /dev/shm partition,medium,True,"[""rhel-8""]",18641
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.2.3,Ensure nosuid option set on /dev/shm partition,medium,True,"[""rhel-8""]",18642
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.2.4,Ensure noexec option set on /dev/shm partition,medium,True,"[""rhel-8""]",18643
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.3.1,Ensure separate partition exists for /home,medium,True,"[""rhel-8""]",18644
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.3.2,Ensure nodev option set on /home partition,medium,True,"[""rhel-8""]",18645
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.3.3,Ensure nosuid option set on /home partition,medium,True,"[""rhel-8""]",18646
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.4.1,Ensure separate partition exists for /var,medium,True,"[""rhel-8""]",18647
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.4.2,Ensure nodev option set on /var partition,medium,True,"[""rhel-8""]",18648
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.4.3,Ensure nosuid option set on /var partition,medium,True,"[""rhel-8""]",18649
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.5.1,Ensure separate partition exists for /var/tmp,medium,True,"[""rhel-8""]",18650
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.5.2,Ensure nodev option set on /var/tmp partition,medium,True,"[""rhel-8""]",18651
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.5.3,Ensure nosuid option set on /var/tmp partition,medium,True,"[""rhel-8""]",18652
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.5.4,Ensure noexec option set on /var/tmp partition,medium,True,"[""rhel-8""]",18653
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.6.1,Ensure separate partition exists for /var/log,medium,True,"[""rhel-8""]",18654
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.6.2,Ensure nodev option set on /var/log partition,medium,True,"[""rhel-8""]",18655
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.6.3,Ensure nosuid option set on /var/log partition,medium,True,"[""rhel-8""]",18656
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.6.4,Ensure noexec option set on /var/log partition,medium,True,"[""rhel-8""]",18657
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.7.1,Ensure separate partition exists for /var/log/audit,medium,True,"[""rhel-8""]",18658
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.7.2,Ensure nodev option set on /var/log/audit partition,medium,True,"[""rhel-8""]",18659
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.7.3,Ensure nosuid option set on /var/log/audit partition,medium,True,"[""rhel-8""]",18660
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.1.2.7.4,Ensure noexec option set on /var/log/audit partition,medium,True,"[""rhel-8""]",18661
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.1.1,Ensure GPG keys are configured,medium,True,"[""rhel-8""]",18662
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.1.2,Ensure gpgcheck is configured,medium,True,"[""rhel-8""]",18663
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.1.3,Ensure repo_gpgcheck is globally activated,medium,True,"[""rhel-8""]",18664
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.1.4,Ensure package manager repositories are configured,medium,True,"[""rhel-8""]",18665
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.1.5,Ensure weak dependencies are configured,medium,True,"[""rhel-8""]",18666
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.2.2.1,"Ensure updates, patches, and additional security software are installed (Manual)",medium,True,"[""rhel-8""]",18667
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.1,Ensure SELinux is installed,medium,True,"[""rhel-8""]",18668
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.2,Ensure SELinux is not disabled in bootloader configuration,medium,True,"[""rhel-8""]",18669
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.3,Ensure SELinux policy is configured,medium,True,"[""rhel-8""]",18670
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.4,Ensure the SELinux mode is not disabled,medium,True,"[""rhel-8""]",18671
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.5,Ensure the SELinux mode is enforcing,medium,True,"[""rhel-8""]",18672
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.6,Ensure no unconfined services exist,medium,True,"[""rhel-8""]",18673
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.7,Ensure the MCS Translation Service (mcstrans) is not installed (Automated),medium,True,"[""rhel-8""]",18674
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.3.1.8,Ensure SETroubleshoot is not installed,medium,True,"[""rhel-8""]",18675
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.4.1,Ensure bootloader password is set,medium,True,"[""rhel-8""]",18676
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.4.2,Ensure access to bootloader config is configured,high,True,"[""rhel-8""]",18677
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.1,Ensure core file size is configured,medium,True,"[""rhel-8""]",18678
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.2,Ensure fs.protected_hardlinks is configured,medium,True,"[""rhel-8""]",18679
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.3,Ensure fs.protected_symlinks is configured,medium,True,"[""rhel-8""]",18680
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.4,Ensure fs.suid_dumpable is configured,medium,True,"[""rhel-8""]",18681
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.5,Ensure kernel.dmesg_restrict is configured,medium,True,"[""rhel-8""]",6521
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.6,Ensure kernel.kptr_restrict is configured,medium,True,"[""rhel-8""]",6677
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.7,Ensure kernel.yama.ptrace_scope is configured,medium,True,"[""rhel-8""]",6735
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.8,Ensure kernel.randomize_va_space is configured,medium,True,"[""rhel-8""]",6750
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.9,Ensure systemd-coredump ProcessSizeMax is configured,medium,True,"[""rhel-8""]",6764
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.5.10,Ensure systemd-coredump Storage is configured,medium,True,"[""rhel-8""]",6778
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.1,Ensure system wide crypto policy is not set to legacy,medium,True,"[""rhel-8""]",18682
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.2,Ensure system wide crypto policy disables sha1 hash and signature support (Automated),medium,True,"[""rhel-8""]",18683
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.3,Ensure system wide crypto policy macs are configured,medium,True,"[""rhel-8""]",18684
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.4,Ensure system wide crypto policy disables cbc for ssh,medium,True,"[""rhel-8""]",18685
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.5,Ensure system wide crypto policy disables chacha20- poly1305 for ssh (Manual),medium,True,"[""rhel-8""]",33955
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.6.6,Ensure system wide crypto policy disables EtM for ssh,medium,True,"[""rhel-8""]",18686
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.1,Ensure /etc/motd is configured,medium,True,"[""rhel-8""]",18687
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.2,Ensure /etc/issue is configured,medium,True,"[""rhel-8""]",18688
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.3,Ensure /etc/issue.net is configured,medium,True,"[""rhel-8""]",18689
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.4,Ensure access to /etc/motd is configured,medium,True,"[""rhel-8""]",18690
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.5,Ensure access to /etc/issue is configured,medium,True,"[""rhel-8""]",18691
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.7.6,Ensure access to /etc/issue.net is configured,medium,True,"[""rhel-8""]",18692
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.1,Ensure GDM login banner is configured,medium,True,"[""rhel-8""]",18693
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.2,Ensure GDM disable-user-list is configured,medium,True,"[""rhel-8""]",18694
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.3,Ensure GDM screen lock is configured,low,True,"[""rhel-8""]",18695
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.4,Ensure GDM automount is configured,medium,True,"[""rhel-8""]",18696
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.5,Ensure GDM autorun-never is configured,medium,True,"[""rhel-8""]",18697
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.6,Ensure XDMCP is not enabled,medium,True,"[""rhel-8""]",18698
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,1.8.7,Ensure Xwayland is configured,medium,True,"[""rhel-8""]",18699
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.1,Ensure autofs services are not in use,medium,True,"[""rhel-8""]",18700
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.2,Ensure avahi daemon services are not in use,medium,True,"[""rhel-8""]",18701
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.3,Ensure cockpit web services are not in use,medium,True,"[""rhel-8""]",18702
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.4,Ensure dhcp server services are not in use,medium,True,"[""rhel-8""]",18703
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.5,Ensure dns server services are not in use,medium,True,"[""rhel-8""]",18704
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.6,Ensure dnsmasq services are not in use,medium,True,"[""rhel-8""]",18705
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.7,Ensure ftp server services are not in use,critical,True,"[""rhel-8""]",18706
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.8,Ensure message access server services are not in use,medium,True,"[""rhel-8""]",18707
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.9,Ensure network file system services are not in use,medium,True,"[""rhel-8""]",18708
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.10,Ensure nis server services are not in use,medium,True,"[""rhel-8""]",18709
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.11,Ensure print server services are not in use,medium,True,"[""rhel-8""]",18710
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.12,Ensure rpcbind services are not in use,medium,True,"[""rhel-8""]",18711
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.13,Ensure rsync services are not in use,critical,True,"[""rhel-8""]",18712
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.14,Ensure samba file server services are not in use,medium,True,"[""rhel-8""]",18713
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.15,Ensure snmp services are not in use,medium,True,"[""rhel-8""]",18714
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.16,Ensure telnet server services are not in use,critical,True,"[""rhel-8""]",18715
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.17,Ensure tftp server services are not in use,medium,True,"[""rhel-8""]",18716
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.18,Ensure web proxy server services are not in use,medium,True,"[""rhel-8""]",18717
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.19,Ensure web server services are not in use,medium,True,"[""rhel-8""]",18718
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.20,Ensure xinetd services are not in use,medium,True,"[""rhel-8""]",18719
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.21,Ensure GNOME Display Manager is removed,medium,True,"[""rhel-8""]",18720
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.22,Ensure X window server services are not in use,medium,True,"[""rhel-8""]",18721
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.23,Ensure mail transfer agents are configured for local-only mode (Automated),high,True,"[""rhel-8""]",18722
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.1.24,Ensure only approved services are listening on a network interface (Manual),medium,True,"[""rhel-8""]",18723
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.2.1,Ensure ftp client is not installed,critical,True,"[""rhel-8""]",18724
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.2.2,Ensure ldap client is not installed,medium,True,"[""rhel-8""]",18725
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.2.3,Ensure nis client is not installed,medium,True,"[""rhel-8""]",18726
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.2.4,Ensure telnet client is not installed,critical,True,"[""rhel-8""]",6939
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.2.5,Ensure tftp client is not installed,medium,True,"[""rhel-8""]",6948
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.3.1,Ensure time synchronization is in use,medium,True,"[""rhel-8""]",7063
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.3.2,Ensure chrony is configured,high,True,"[""rhel-8""]",18727
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.3.3,Ensure chrony is not run as the root user,medium,True,"[""rhel-8""]",18728
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.1,Ensure cron daemon is enabled and active,medium,True,"[""rhel-8""]",18729
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.2,Ensure access to /etc/crontab is configured,medium,True,"[""rhel-8""]",18730
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.3,Ensure access to /etc/cron.hourly is configured,medium,True,"[""rhel-8""]",88
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.4,Ensure access to /etc/cron.daily is configured,medium,True,"[""rhel-8""]",208
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.5,Ensure access to /etc/cron.weekly is configured,medium,True,"[""rhel-8""]",24793
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.6,Ensure access to /etc/cron.monthly is configured,medium,True,"[""rhel-8""]",24848
Linux/Unix,CIS_Red_Hat_Enterprise_Linux_8_Benchmark_v4.0.0,2.4.1.7,Ensure access to /etc/cron.yearly is configured,medium,True,"[""rhel-8""]",26377
